ONGLET,REF,MARQUE,NOM,VERSION,CLASSE,KV,POIDS,H STATOR,D STATOR,H MOTEUR,D MOTEUR,D SHAFT,L SHAFT,TYPE SHAFT,VIS HEL,VIS FIX,ENTRAXE FIX,LIPO,VOLTAGE,L CABLE,TYPE CABLE,HELICE,PUISSANCE,AMP,AIMANT,CLOCHE,CONFIG,LIEN,IMG
NEUMOTORS,NeuM--733,NeuMotors,,,,733,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--733,NeuMotors,,,,733,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--733,NeuMotors,,,,733,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--733,NeuMotors,,,,733,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--733,NeuMotors,,,,733,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--733,NeuMotors,,,,733,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--745,NeuMotors,,,,745,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--750,NeuMotors,,,,750,,,,708,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--750,NeuMotors,,,,750,,,,94,,,,,,,,,,,,,,,1000,,,,
NEUMOTORS,NeuM--754,NeuMotors,,,,754,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--754,NeuMotors,,,,754,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--758,NeuMotors,,,,758,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--760,NeuMotors,,,,760,,,,420,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--760,NeuMotors,,,,760,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--762,NeuMotors,,,,762,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--762,NeuMotors,,,,762,,,,895,,,,,,,,,,,,,,,7000,,,,
NEUMOTORS,NeuM--770,NeuMotors,,,,770,,,,620,,,,,,,,,,,,,,,4500,,,,
NEUMOTORS,NeuM--770,NeuMotors,,,,770,,,,620,,,,,,,,,,,,,,,4500,,,,
NEUMOTORS,NeuM--776,NeuMotors,,,,776,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--780,NeuMotors,,,,780,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--780,NeuMotors,,,,780,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--780,NeuMotors,,,,780,,,,480,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--786,NeuMotors,,,,786,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--786,NeuMotors,,,,786,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--792,NeuMotors,,,,792,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--792,NeuMotors,,,,792,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--800,NeuMotors,,,,800,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--800,NeuMotors,,,,800,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--800,NeuMotors,,,,800,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--800,NeuMotors,,,,800,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--808,NeuMotors,,,,808,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--814,NeuMotors,,,,814,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--815,NeuMotors,,,,815,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--815,NeuMotors,,,,815,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--815,NeuMotors,,,,815,,,,685,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--819,NeuMotors,,,,819,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--822,NeuMotors,,,,822,,,,35,,,,,,,,,,,,,,,250,,,,
NEUMOTORS,NeuM--825,NeuMotors,,,,825,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--825,NeuMotors,,,,825,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--825,NeuMotors,,,,825,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--825,NeuMotors,,,,825,,,,620,,,,,,,,,,,,,,,4500,,,,
NEUMOTORS,NeuM--825,NeuMotors,,,,825,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--825,NeuMotors,,,,825,,,,350,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--827,NeuMotors,,,,827,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--834,NeuMotors,,,,834,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--846,NeuMotors,,,,846,,,,895,,,,,,,,,,,,,,,7000,,,,
NEUMOTORS,NeuM--850,NeuMotors,,,,850,,,,165,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--850,NeuMotors,,,,850,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--850,NeuMotors,,,,850,,,,550,,,,,,,,,,,,,,,3700,,,,
NEUMOTORS,NeuM--850,NeuMotors,,,,850,,,,190,,,,,,,,,,,,,,,1500,,,,
NEUMOTORS,NeuM--850,NeuMotors,,,,850,,,,820,,,,,,,,,,,,,,,5600,,,,
NEUMOTORS,NeuM--850,NeuMotors,,,,850,,,,94,,,,,,,,,,,,,,,1000,,,,
NEUMOTORS,NeuM--851,NeuMotors,,,,851,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--861,NeuMotors,,,,861,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--862,NeuMotors,,,,862,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--865,NeuMotors,,,,865,,,,185,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--867,NeuMotors,,,,867,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--870,NeuMotors,,,,870,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--870,NeuMotors,,,,870,,,,895,,,,,,,,,,,,,,,7000,,,,
NEUMOTORS,NeuM--880,NeuMotors,,,,880,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--880,NeuMotors,,,,880,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--880,NeuMotors,,,,880,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--880,NeuMotors,,,,880,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--880,NeuMotors,,,,880,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--880,NeuMotors,,,,880,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--891,NeuMotors,,,,891,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--898,NeuMotors,,,,898,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--900,NeuMotors,,,,900,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--900,NeuMotors,,,,900,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--900,NeuMotors,,,,900,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--910,NeuMotors,,,,910,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--910,NeuMotors,,,,910,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--910,NeuMotors,,,,910,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--915,NeuMotors,,,,915,,,,240,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--917,NeuMotors,,,,917,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--917,NeuMotors,,,,917,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--917,NeuMotors,,,,917,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--917,NeuMotors,,,,917,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--920,NeuMotors,,,,920,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--920,NeuMotors,,,,920,,,,550,,,,,,,,,,,,,,,3700,,,,
NEUMOTORS,NeuM--925,NeuMotors,,,,925,,,,25,,,,,,,,,,,,,,,175,,,,
NEUMOTORS,NeuM--925,NeuMotors,,,,925,,,,620,,,,,,,,,,,,,,,4500,,,,
NEUMOTORS,NeuM--932,NeuMotors,,,,932,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--936,NeuMotors,,,,936,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--943,NeuMotors,,,,943,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--943,NeuMotors,,,,943,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--943,NeuMotors,,,,943,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--943,NeuMotors,,,,943,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--945,NeuMotors,,,,945,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--950,NeuMotors,,,,950,,,,165,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--950,NeuMotors,,,,950,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--950,NeuMotors,,,,950,,,,165,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--950,NeuMotors,,,,950,,,,420,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--950,NeuMotors,,,,950,,,,190,,,,,,,,,,,,,,,1500,,,,
NEUMOTORS,NeuM--950,NeuMotors,,,,950,,,,132,,,,,,,,,,,,,,,1000,,,,
NEUMOTORS,NeuM--960,NeuMotors,,,,960,,,,1135,,,,,,,,,,,,,,,8400,,,,
NEUMOTORS,NeuM--964,NeuMotors,,,,964,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--978,NeuMotors,,,,978,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--978,NeuMotors,,,,978,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--978,NeuMotors,,,,978,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--985,NeuMotors,,,,985,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--987,NeuMotors,,,,987,,,,35,,,,,,,,,,,,,,,250,,,,
NEUMOTORS,NeuM--990,NeuMotors,,,,990,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--990,NeuMotors,,,,990,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--990,NeuMotors,,,,990,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--990,NeuMotors,,,,990,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--993,NeuMotors,,,,993,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1000,NeuMotors,,,,1000,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1000,NeuMotors,,,,1000,,,,420,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1000,NeuMotors,,,,1000,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--1000,NeuMotors,,,,1000,,,,130,,,,,,,,,,,,,,,600,,,,
NEUMOTORS,NeuM--1010,NeuMotors,,,,1010,,,,685,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1011,NeuMotors,,,,1011,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1011,NeuMotors,,,,1011,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1015,NeuMotors,,,,1015,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1015,NeuMotors,,,,1015,,,,895,,,,,,,,,,,,,,,7000,,,,
NEUMOTORS,NeuM--1020,NeuMotors,,,,1020,,,,708,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1024,NeuMotors,,,,1024,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1025,NeuMotors,,,,1025,,,,550,,,,,,,,,,,,,,,3700,,,,
NEUMOTORS,NeuM--1025,NeuMotors,,,,1025,,,,185,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1029,NeuMotors,,,,1029,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1029,NeuMotors,,,,1029,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--1040,NeuMotors,,,,1040,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1040,NeuMotors,,,,1040,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1040,NeuMotors,,,,1040,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1042,NeuMotors,,,,1042,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1048,NeuMotors,,,,1048,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1048,NeuMotors,,,,1048,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1050,NeuMotors,,,,1050,,,,165,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1050,NeuMotors,,,,1050,,,,25,,,,,,,,,,,,,,,175,,,,
NEUMOTORS,NeuM--1050,NeuMotors,,,,1050,,,,480,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1050,NeuMotors,,,,1050,,,,290,,,,,,,,,,,,,,,2400,,,,
NEUMOTORS,NeuM--1056,NeuMotors,,,,1056,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1092,NeuMotors,,,,1092,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1092,NeuMotors,,,,1092,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1092,NeuMotors,,,,1092,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,140,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,20,,,,,,,,,,,,,,,150,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,300,,,,,,,,,,,,,,,2200,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,685,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--1100,NeuMotors,,,,1100,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--1101,NeuMotors,,,,1101,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1103,NeuMotors,,,,1103,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1125,NeuMotors,,,,1125,,,,165,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1128,NeuMotors,,,,1128,,,,895,,,,,,,,,,,,,,,7000,,,,
NEUMOTORS,NeuM--1131,NeuMotors,,,,1131,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1131,NeuMotors,,,,1131,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1131,NeuMotors,,,,1131,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--1138,NeuMotors,,,,1138,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1139,NeuMotors,,,,1139,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1140,NeuMotors,,,,1140,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1148,NeuMotors,,,,1148,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1149,NeuMotors,,,,1149,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1150,NeuMotors,,,,1150,,,,620,,,,,,,,,,,,,,,4500,,,,
NEUMOTORS,NeuM--1156,NeuMotors,,,,1156,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1165,NeuMotors,,,,1165,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1167,NeuMotors,,,,1167,,,,420,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1170,NeuMotors,,,,1170,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1170,NeuMotors,,,,1170,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1175,NeuMotors,,,,1175,,,,140,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1175,NeuMotors,,,,1175,,,,130,,,,,,,,,,,,,,,600,,,,
NEUMOTORS,NeuM--1190,NeuMotors,,,,1190,,,,965,,,,,,,,,,,,,,,6400,,,,
NEUMOTORS,NeuM--1191,NeuMotors,,,,1191,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,140,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,140,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,480,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1200,NeuMotors,,,,1200,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--1213,NeuMotors,,,,1213,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1213,NeuMotors,,,,1213,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1213,NeuMotors,,,,1213,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1218,NeuMotors,,,,1218,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1218,NeuMotors,,,,1218,,,,895,,,,,,,,,,,,,,,7000,,,,
NEUMOTORS,NeuM--1222,NeuMotors,,,,1222,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1222,NeuMotors,,,,1222,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1222,NeuMotors,,,,1222,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1222,NeuMotors,,,,1222,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1222,NeuMotors,,,,1222,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--1233,NeuMotors,,,,1233,,,,25,,,,,,,,,,,,,,,175,,,,
NEUMOTORS,NeuM--1238,NeuMotors,,,,1238,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1238,NeuMotors,,,,1238,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--1248,NeuMotors,,,,1248,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1248,NeuMotors,,,,1248,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1250,NeuMotors,,,,1250,,,,165,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1250,NeuMotors,,,,1250,,,,20,,,,,,,,,,,,,,,150,,,,
NEUMOTORS,NeuM--1250,NeuMotors,,,,1250,,,,420,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1250,NeuMotors,,,,1250,,,,620,,,,,,,,,,,,,,,4500,,,,
NEUMOTORS,NeuM--1255,NeuMotors,,,,1255,,,,161,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1255,NeuMotors,,,,1255,,,,161,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1257,NeuMotors,,,,1257,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1257,NeuMotors,,,,1257,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1257,NeuMotors,,,,1257,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1257,NeuMotors,,,,1257,,,,478,,,,,,,,,,,,,,,3500,,,,
NEUMOTORS,NeuM--1257,NeuMotors,,,,1257,,,,616,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1260,NeuMotors,,,,1260,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1270,NeuMotors,,,,1270,,,,550,,,,,,,,,,,,,,,3700,,,,
NEUMOTORS,NeuM--1275,NeuMotors,,,,1275,,,,136,,,,,,,,,,,,,,,1000,,,,
NEUMOTORS,NeuM--1275,NeuMotors,,,,1275,,,,190,,,,,,,,,,,,,,,1500,,,,
NEUMOTORS,NeuM--1275,NeuMotors,,,,1275,,,,820,,,,,,,,,,,,,,,5600,,,,
NEUMOTORS,NeuM--1285,NeuMotors,,,,1285,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1300,NeuMotors,,,,1300,,,,140,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1300,NeuMotors,,,,1300,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1300,NeuMotors,,,,1300,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1310,NeuMotors,,,,1310,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1320,NeuMotors,,,,1320,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1320,NeuMotors,,,,1320,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1320,NeuMotors,,,,1320,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1320,NeuMotors,,,,1320,,,,410,,,,,,,,,,,,,,,3000,,,,
NEUMOTORS,NeuM--1320,NeuMotors,,,,1320,,,,685,,,,,,,,,,,,,,,5500,,,,
NEUMOTORS,NeuM--1320,NeuMotors,,,,1320,,,,825,,,,,,,,,,,,,,,6500,,,,
NEUMOTORS,NeuM--1324,NeuMotors,,,,1324,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1333,NeuMotors,,,,1333,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1333,NeuMotors,,,,1333,,,,775,,,,,,,,,,,,,,,6000,,,,
NEUMOTORS,NeuM--1337,NeuMotors,,,,1337,,,,194,,,,,,,,,,,,,,,1600,,,,
NEUMOTORS,NeuM--1348,NeuMotors,,,,1348,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1350,NeuMotors,,,,1350,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1350,NeuMotors,,,,1350,,,,130,,,,,,,,,,,,,,,600,,,,
NEUMOTORS,NeuM--1350,NeuMotors,,,,1350,,,,185,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1355,NeuMotors,,,,1355,,,,685,,,,,,,,,,,,,,,5000,,,,
NEUMOTORS,NeuM--1355,NeuMotors,,,,1355,,,,105,,,,,,,,,,,,,,,800,,,,
NEUMOTORS,NeuM--1360,NeuMotors,,,,1360,,,,340,,,,,,,,,,,,,,,2700,,,,
NEUMOTORS,NeuM--1365,NeuMotors,,,,1365,,,,115,,,,,,,,,,,,,,,1000,,,,
NEUMOTORS,NeuM--1365,NeuMotors,,,,1365,,,,164,,,,,,,,,,,,,,,1400,,,,
NEUMOTORS,NeuM--1365,NeuMotors,,,,1365,,,,220,,,,,,,,,,,,,,,1800,,,,
NEUMOTORS,NeuM--1375,NeuMotors,,,,1375,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1375,NeuMotors,,,,1375,,,,549,,,,,,,,,,,,,,,4000,,,,
NEUMOTORS,NeuM--1379,NeuMotors,,,,1379,,,,133,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1380,NeuMotors,,,,1380,,,,270,,,,,,,,,,,,,,,1900,,,,
NEUMOTORS,NeuM--1380,NeuMotors,,,,1380,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1380,NeuMotors,,,,1380,,,,280,,,,,,,,,,,,,,,2500,,,,
NEUMOTORS,NeuM--1380,NeuMotors,,,,1380,,,,550,,,,,,,,,,,,,,,3700,,,,
NEUMOTORS,NeuM--1389,NeuMotors,,,,1389,,,,212,,,,,,,,,,,,,,,2000,,,,
NEUMOTORS,NeuM--1400,NeuMotors,,,,1400,,,,120,,,,,,,,,,,,,,,1000,,,,
NEUMOTORS,NeuM--1400,NeuMotors,,,,1400,,,,140,,,,,,,,,,,,,,,1200,,,,
NEUMOTORS,NeuM--1400,NeuMotors,,,,1400,,,,165,,,,,,,,,,,,,,,1400,,,,
