ONGLET,REF,MARQUE,NOM,VERSION,CLASSE,KV,POIDS,H STATOR,D STATOR,H MOTEUR,D MOTEUR,D SHAFT,L SHAFT,TYPE SHAFT,VIS HEL,VIS FIX,ENTRAXE FIX,LIPO,VOLTAGE,L CABLE,TYPE CABLE,HELICE,PUISSANCE,AMP,AIMANT,CLOCHE,CONFIG,LIEN,IMG
ACTRO,ACTR--600,ACTRO,,,,600,,,,190,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--800,ACTRO,,,,800,,,,190,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--890,ACTRO,,,,890,,,,140,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--1000,ACTRO,,,,1000,,,,190,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--1170,ACTRO,,,,1170,,,,140,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--1240,ACTRO,,,,1240,,,,190,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--1470,ACTRO,,,,1470,,,,140,,,,,,,,,,,,,,,,,,,
ACTRO,ACTR--1900,ACTRO,,,,1900,,,,140,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--170,AEOLIAN,,,,170,,,,950,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--200,AEOLIAN,,,,200,,,,610,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--200,AEOLIAN,,,,200,,,,950,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--250,AEOLIAN,,,,250,,,,610,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--270,AEOLIAN,,,,270,,,,375,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--270,AEOLIAN,,,,270,,,,500,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--270,AEOLIAN,,,,270,,,,790,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--320,AEOLIAN,,,,320,,,,375,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--320,AEOLIAN,,,,320,,,,500,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--380,AEOLIAN,,,,380,,,,375,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--380,AEOLIAN,,,,380,,,,500,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--400,AEOLIAN,,,,400,,,,275,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--400,AEOLIAN,,,,400,,,,418,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--410,AEOLIAN,,,,410,,,,375,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--410,AEOLIAN,,,,410,,,,500,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--500,AEOLIAN,,,,500,,,,205,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--500,AEOLIAN,,,,500,,,,270,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--500,AEOLIAN,,,,500,,,,374,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--580,AEOLIAN,,,,580,,,,418,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--600,AEOLIAN,,,,600,,,,205,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--600,AEOLIAN,,,,600,,,,306,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--600,AEOLIAN,,,,600,,,,270,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--600,AEOLIAN,,,,600,,,,374,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--600,AEOLIAN,,,,600,,,,275,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--700,AEOLIAN,,,,700,,,,270,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--700,AEOLIAN,,,,700,,,,275,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--700,AEOLIAN,,,,700,,,,418,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--720,AEOLIAN,,,,720,,,,210,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--720,AEOLIAN,,,,720,,,,320,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--750,AEOLIAN,,,,750,,,,55,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--750,AEOLIAN,,,,750,,,,108,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--750,AEOLIAN,,,,750,,,,65,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--750,AEOLIAN,,,,750,,,,125,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--790,AEOLIAN,,,,790,,,,228,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--800,AEOLIAN,,,,800,,,,205,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--800,AEOLIAN,,,,800,,,,306,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--850,AEOLIAN,,,,850,,,,55,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--850,AEOLIAN,,,,850,,,,108,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--880,AEOLIAN,,,,880,,,,65,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--880,AEOLIAN,,,,880,,,,122,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--890,AEOLIAN,,,,890,,,,125,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--890,AEOLIAN,,,,890,,,,140,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--890,AEOLIAN,,,,890,,,,210,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--890,AEOLIAN,,,,890,,,,320,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--900,AEOLIAN,,,,900,,,,228,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--910,AEOLIAN,,,,910,,,,100,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--910,AEOLIAN,,,,910,,,,172,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1000,AEOLIAN,,,,1000,,,,40,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1000,AEOLIAN,,,,1000,,,,106,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1000,AEOLIAN,,,,1000,,,,55,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1000,AEOLIAN,,,,1000,,,,108,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1000,AEOLIAN,,,,1000,,,,172,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1000,AEOLIAN,,,,1000,,,,202,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1020,AEOLIAN,,,,1020,,,,140,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1050,AEOLIAN,,,,1050,,,,100,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1100,AEOLIAN,,,,1100,,,,70,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1100,AEOLIAN,,,,1100,,,,142,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1100,AEOLIAN,,,,1100,,,,228,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1120,AEOLIAN,,,,1120,,,,65,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1200,AEOLIAN,,,,1200,,,,30,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1200,AEOLIAN,,,,1200,,,,90,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1200,AEOLIAN,,,,1200,,,,106,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1250,AEOLIAN,,,,1250,,,,172,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1250,AEOLIAN,,,,1250,,,,202,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1300,AEOLIAN,,,,1300,,,,55,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1300,AEOLIAN,,,,1300,,,,108,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1300,AEOLIAN,,,,1300,,,,95,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1350,AEOLIAN,,,,1350,,,,40,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1350,AEOLIAN,,,,1350,,,,106,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1400,AEOLIAN,,,,1400,,,,30,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1400,AEOLIAN,,,,1400,,,,90,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1400,AEOLIAN,,,,1400,,,,70,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1400,AEOLIAN,,,,1400,,,,142,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1450,AEOLIAN,,,,1450,,,,172,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1450,AEOLIAN,,,,1450,,,,130,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1450,AEOLIAN,,,,1450,,,,202,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1500,AEOLIAN,,,,1500,,,,95,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1700,AEOLIAN,,,,1700,,,,142,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1900,AEOLIAN,,,,1900,,,,40,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--1900,AEOLIAN,,,,1900,,,,106,,,,,,,,,,,,,,,,,,,
AEOLIAN,AEOL--2200,AEOLIAN,,,,2200,,,,55,,,,,,,,,,,,,,,,,,,
AIRTEK,AIRT--600,AIRTEK,,,,600,,,,220,,,,,,,,,,,,,,,1010,,,,
AIRTEK,AIRT--790,AIRTEK,,,,790,,,,152,,,,,,,,,,,,,,,720,,,,
AIRTEK,AIRT--800,AIRTEK,,,,800,,,,220,,,,,,,,,,,,,,,1050,,,,
AIRTEK,AIRT--880,AIRTEK,,,,880,,,,70,,,,,,,,,,,,,,,240,,,,
AIRTEK,AIRT--900,AIRTEK,,,,900,,,,152,,,,,,,,,,,,,,,770,,,,
AIRTEK,AIRT--1000,AIRTEK,,,,1000,,,,54,,,,,,,,,,,,,,,150,,,,
AIRTEK,AIRT--1000,AIRTEK,,,,1000,,,,136,,,,,,,,,,,,,,,540,,,,
AIRTEK,AIRT--1100,AIRTEK,,,,1100,,,,39,,,,,,,,,,,,,,,100,,,,
AIRTEK,AIRT--1100,AIRTEK,,,,1100,,,,102,,,,,,,,,,,,,,,440,,,,
AIRTEK,AIRT--1100,AIRTEK,,,,1100,,,,152,,,,,,,,,,,,,,,910,,,,
AIRTEK,AIRT--1120,AIRTEK,,,,1120,,,,70,,,,,,,,,,,,,,,330,,,,
AIRTEK,AIRT--1250,AIRTEK,,,,1250,,,,136,,,,,,,,,,,,,,,660,,,,
AIRTEK,AIRT--1400,AIRTEK,,,,1400,,,,54,,,,,,,,,,,,,,,205,,,,
AIRTEK,AIRT--1450,AIRTEK,,,,1450,,,,39,,,,,,,,,,,,,,,160,,,,
AIRTEK,AIRT--1450,AIRTEK,,,,1450,,,,102,,,,,,,,,,,,,,,650,,,,
AIRTEK,AIRT--1450,AIRTEK,,,,1450,,,,136,,,,,,,,,,,,,,,690,,,,
AIRTEK,AIRT--1500,AIRTEK,,,,1500,,,,70,,,,,,,,,,,,,,,360,,,,
AIRTEK,AIRT--1800,AIRTEK,,,,1800,,,,39,,,,,,,,,,,,,,,200,,,,
AIRTEK,AIRT--2200,AIRTEK,,,,2200,,,,54,,,,,,,,,,,,,,,340,,,,
ALZRC,ALZR--1000,ALZRC,,,,1000,,,,162,,,,,,,,,,,,,,,1700,,,,
ALZRC,ALZR--1000,ALZRC,,,,1000,,,,162,,,,,,,,,,,,,,,1700,,,,
ALZRC,ALZR--1000,ALZRC,,,,1000,,,,162,,,,,,,,,,,,,,,1700,,,,
ALZRC,ALZR--1200,ALZRC,,,,1200,,,,304,,,,,,,,,,,,,,,1890,,,,
ALZRC,ALZR--1850,ALZRC,,,,1850,,,,86,,,,,,,,,,,,,,,660,,,,
ALZRC,ALZR--3800,ALZRC,,,,3800,,,,86,,,,,,,,,,,,,,,500,,,,
APEX,APEX--1875,APEX,,,,1875,,,,34,,,,,,,,,,,,,,,880,,,,
APEX,APEX--1925,APEX,,,,1925,,,,33,,,,,,,,,,,,,,,1000,,,,
APEX,APEX--2265,APEX,,,,2265,,,,34,,,,,,,,,,,,,,,840,,,,
APEX,APEX--2555,APEX,,,,2555,,,,34,,,,,,,,,,,,,,,1050,,,,
APEX,APEX--2675,APEX,,,,2675,,,,33,,,,,,,,,,,,,,,920,,,,
APEX,APEX--2875,APEX,,,,2875,,,,2023-08-16 00:00:00,,,,,,,,,,,,,,,375,,,,
APEX,APEX--3350,APEX,,,,3350,,,,2023-08-16 00:00:00,,,,,,,,,,,,,,,398,,,,
APEX,APEX--3800,APEX,,,,3800,,,,2023-08-16 00:00:00,,,,,,,,,,,,,,,495,,,,
ARC,ARC--700,ARC,,,,700,,,,234,,,,,,,,,,,,,,,1200,,,,
ARC,ARC--800,ARC,,,,800,,,,234,,,,,,,,,,,,,,,1200,,,,
ARC,ARC--950,ARC,,,,950,,,,234,,,,,,,,,,,,,,,1200,,,,
ARC,ARC--1150,ARC,,,,1150,,,,234,,,,,,,,,,,,,,,1200,,,,
ARC,ARC--1400,ARC,,,,1400,,,,234,,,,,,,,,,,,,,,1200,,,,
ARC,ARC--1500,ARC,,,,1500,,,,113,,,,,,,,,,,,,,,350,,,,
ARC,ARC--1850,ARC,,,,1850,,,,234,,,,,,,,,,,,,,,1200,,,,
ARC,ARC--1890,ARC,,,,1890,,,,80,,,,,,,,,,,,,,,200,,,,
ARC,ARC--2170,ARC,,,,2170,,,,113,,,,,,,,,,,,,,,400,,,,
ARC,ARC--2500,ARC,,,,2500,,,,80,,,,,,,,,,,,,,,250,,,,
ARC,ARC--2800,ARC,,,,2800,,,,80,,,,,,,,,,,,,,,275,,,,
ARC,ARC--2800,ARC,,,,2800,,,,80,,,,,,,,,,,,,,,275,,,,
ARC,ARC--2800,ARC,,,,2800,,,,116,,,,,,,,,,,,,,,400,,,,
ARC,ARC--3180,ARC,,,,3180,,,,153,,,,,,,,,,,,,,,1000,,,,
ARC,ARC--3700,ARC,,,,3700,,,,80,,,,,,,,,,,,,,,300,,,,
ARC,ARC--3700,ARC,,,,3700,,,,80,,,,,,,,,,,,,,,300,,,,
ARC,ARC--4250,ARC,,,,4250,,,,113,,,,,,,,,,,,,,,500,,,,
ARC,ARC--4250,ARC,,,,4250,,,,113,,,,,,,,,,,,,,,500,,,,
ASTRO FLIGHT,Astr--137,Astro Flight,,,,137,,,,1840,,,,,,,,,,,,,,,6000,,,,
ASTRO FLIGHT,Astr--203,Astro Flight,,,,203,,,,1420,,,,,,,,,,,,,,,4500,,,,
ASTRO FLIGHT,Astr--275,Astro Flight,,,,275,,,,955,,,,,,,,,,,,,,,3000,,,,
ASTRO FLIGHT,Astr--339,Astro Flight,,,,339,,,,641,,,,,,,,,,,,,,,1500,,,,
ASTRO FLIGHT,Astr--1360,Astro Flight,,,,1360,,,,315,,,,,,,,,,,,,,,1200,,,,
ASTRO FLIGHT,Astr--1360,Astro Flight,,,,1360,,,,245,,,,,,,,,,,,,,,1000,,,,
ASTRO FLIGHT,Astr--1375,Astro Flight,,,,1375,,,,118,,,,,,,,,,,,,,,400,,,,
ASTRO FLIGHT,Astr--2450,Astro Flight,,,,2450,,,,165,,,,,,,,,,,,,,,600,,,,
ASTRO FLIGHT,Astr--2450,Astro Flight,,,,2450,,,,118,,,,,,,,,,,,,,,600,,,,
ASTRO FLIGHT,Astr--2500,Astro Flight,,,,2500,,,,56,,,,,,,,,,,,,,,150,,,,
ASTRO FLIGHT,Astr--2567,Astro Flight,,,,2567,,,,105,,,,,,,,,,,,,,,300,,,,
ASTRO FLIGHT,Astr--2567,Astro Flight,,,,2567,,,,90,,,,,,,,,,,,,,,250,,,,
ASTRO FLIGHT,Astr--2567,Astro Flight,,,,2567,,,,122,,,,,,,,,,,,,,,300,,,,
ASTRO FLIGHT,Astr--3330,Astro Flight,,,,3330,,,,95,,,,,,,,,,,,,,,300,,,,
ASTRO FLIGHT,Astr--4000,Astro Flight,,,,4000,,,,50,,,,,,,,,,,,,,,120,,,,
AVEOX,Aveo--433,Aveox,,,,433,,,,575.7,,,,,,,,,,,,,,,375,,,,
AVEOX,Aveo--467,Aveox,,,,467,,,,347.7,,,,,,,,,,,,,,,300,,,,
AVEOX,Aveo--585,Aveox,,,,585,,,,290.7,,,,,,,,,,,,,,,255,,,,
AVEOX,Aveo--595,Aveox,,,,595,,,,347.7,,,,,,,,,,,,,,,450,,,,
AVEOX,Aveo--650,Aveox,,,,650,,,,575.7,,,,,,,,,,,,,,,570,,,,
AVEOX,Aveo--725,Aveox,,,,725,,,,290.7,,,,,,,,,,,,,,,330,,,,
AVEOX,Aveo--790,Aveox,,,,790,,,,347.7,,,,,,,,,,,,,,,750,,,,
AVEOX,Aveo--955,Aveox,,,,955,,,,290.7,,,,,,,,,,,,,,,435,,,,
AVEOX,Aveo--1000,Aveox,,,,1000,,,,247.95,,,,,,,,,,,,,,,285,,,,
AVEOX,Aveo--1190,Aveox,,,,1190,,,,347.7,,,,,,,,,,,,,,,900,,,,
AVEOX,Aveo--1333,Aveox,,,,1333,,,,247.95,,,,,,,,,,,,,,,390,,,,
AVEOX,Aveo--1450,Aveox,,,,1450,,,,290.7,,,,,,,,,,,,,,,645,,,,
AVEOX,Aveo--1500,Aveox,,,,1500,,,,196.65,,,,,,,,,,,,,,,270,,,,
AVEOX,Aveo--1568,Aveox,,,,1568,,,,347.7,,,,,,,,,,,,,,,900,,,,
AVEOX,Aveo--2000,Aveox,,,,2000,,,,196.65,,,,,,,,,,,,,,,360,,,,
AVEOX,Aveo--2000,Aveox,,,,2000,,,,247.95,,,,,,,,,,,,,,,585,,,,
AVEOX,Aveo--2085,Aveox,,,,2085,,,,290.7,,,,,,,,,,,,,,,900,,,,
AVEOX,Aveo--2582,Aveox,,,,2582,,,,247.95,,,,,,,,,,,,,,,750,,,,
AVEOX,Aveo--3000,Aveox,,,,3000,,,,196.65,,,,,,,,,,,,,,,510,,,,
AVEOX,Aveo--3124,Aveox,,,,3124,,,,123,,,,,,,,,,,,,,,900,,,,
AVEOX,Aveo--4686,Aveox,,,,4686,,,,123,,,,,,,,,,,,,,,900,,,,
AVIONIC,Avio--270,Avionic,,,,270,,,,430,,,,,,,,,,,,,,,2100,,,,
AVIONIC,Avio--750,Avionic,,,,750,,,,67,,,,,,,,,,,,,,,300,,,,
AVIONIC,Avio--840,Avionic,,,,840,,,,52,,,,,,,,,,,,,,,250,,,,
AVIONIC,Avio--1000,Avionic,,,,1000,,,,50,,,,,,,,,,,,,,,150,,,,
AVIONIC,Avio--1000,Avionic,,,,1000,,,,60,,,,,,,,,,,,,,,255,,,,
AVIONIC,Avio--1000,Avionic,,,,1000,,,,54,,,,,,,,,,,,,,,190,,,,
AVIONIC,Avio--1050,Avionic,,,,1050,,,,110,,,,,,,,,,,,,,,520,,,,
AVIONIC,Avio--1200,Avionic,,,,1200,,,,41,,,,,,,,,,,,,,,150,,,,
AVIONIC,Avio--1350,Avionic,,,,1350,,,,50,,,,,,,,,,,,,,,240,,,,
AVIONIC,Avio--1350,Avionic,,,,1350,,,,54,,,,,,,,,,,,,,,190,,,,
AVIONIC,Avio--1400,Avionic,,,,1400,,,,35,,,,,,,,,,,,,,,160,,,,
AVIONIC,Avio--1400,Avionic,,,,1400,,,,80,,,,,,,,,,,,,,,1400,,,,
AVIONIC,Avio--1400,Avionic,,,,1400,,,,41,,,,,,,,,,,,,,,150,,,,
AVIONIC,Avio--1400,Avionic,,,,1400,,,,27,,,,,,,,,,,,,,,120,,,,
AVIONIC,Avio--1600,Avionic,,,,1600,,,,21,,,,,,,,,,,,,,,116,,,,
AVIONIC,Avio--1780,Avionic,,,,1780,,,,32,,,,,,,,,,,,,,,180,,,,
AVIONIC,Avio--1800,Avionic,,,,1800,,,,22,,,,,,,,,,,,,,,107,,,,
AVIONIC,Avio--1800,Avionic,,,,1800,,,,25,,,,,,,,,,,,,,,131,,,,
AVIONIC,Avio--1900,Avionic,,,,1900,,,,54,,,,,,,,,,,,,,,200,,,,
AVIONIC,Avio--2100,Avionic,,,,2100,,,,16,,,,,,,,,,,,,,,110,,,,
AVIONIC,Avio--2250,Avionic,,,,2250,,,,32,,,,,,,,,,,,,,,240,,,,
AVIONIC,Avio--2280,Avionic,,,,2280,,,,18,,,,,,,,,,,,,,,128,,,,
AVIONIC,Avio--2300,Avionic,,,,2300,,,,27,,,,,,,,,,,,,,,147,,,,
AVIONIC,Avio--2400,Avionic,,,,2400,,,,21,,,,,,,,,,,,,,,122,,,,
AVIONIC,Avio--2500,Avionic,,,,2500,,,,15,,,,,,,,,,,,,,,105,,,,
AVIONIC,Avio--2570,Avionic,,,,2570,,,,25,,,,,,,,,,,,,,,195,,,,
AVIONIC,Avio--2800,Avionic,,,,2800,,,,22,,,,,,,,,,,,,,,138,,,,
AVIONIC,Avio--2850,Avionic,,,,2850,,,,18,,,,,,,,,,,,,,,135,,,,
AVIONIC,Avio--3500,Avionic,,,,3500,,,,10,,,,,,,,,,,,,,,98,,,,
AVIONIC,Avio--3500,Avionic,,,,3500,,,,15,,,,,,,,,,,,,,,125,,,,
AVIONIC,Avio--4000,Avionic,,,,4000,,,,76,,,,,,,,,,,,,,,350,,,,
AVIONIC,Avio--4500,Avionic,,,,4500,,,,10,,,,,,,,,,,,,,,110,,,,
AVROTO,Avro--400,Avroto,,,,400,,,,190,,,,,,,,,,,,,,,1150,,,,
AVROTO,Avro--400,Avroto,,,,400,,,,152,,,,,,,,,,,,,,,900,,,,
AVROTO,Avro--520,Avroto,,,,520,,,,190,,,,,,,,,,,,,,,1150,,,,
AVROTO,Avro--770,Avroto,,,,770,,,,100,,,,,,,,,,,,,,,350,,,,
AXIS,AXIS--95,AXIS,,,,95,,,,1270,,,,,,,,,,,,,,,3120,,,,
AXIS,AXIS--115,AXIS,,,,115,,,,1390,,,,,,,,,,,,,,,4400,,,,
AXIS,AXIS--115,AXIS,,,,115,,,,1270,,,,,,,,,,,,,,,3000,,,,
AXIS,AXIS--120,AXIS,,,,120,,,,1350,,,,,,,,,,,,,,,975,,,,
AXIS,AXIS--125,AXIS,,,,125,,,,995,,,,,,,,,,,,,,,975,,,,
AXIS,AXIS--125,AXIS,,,,125,,,,1390,,,,,,,,,,,,,,,4200,,,,
AXIS,AXIS--125,AXIS,,,,125,,,,1270,,,,,,,,,,,,,,,2900,,,,
AXIS,AXIS--136,AXIS,,,,136,,,,995,,,,,,,,,,,,,,,1020,,,,
AXIS,AXIS--140,AXIS,,,,140,,,,675,,,,,,,,,,,,,,,4000,,,,
AXIS,AXIS--165,AXIS,,,,165,,,,530,,,,,,,,,,,,,,,2800,,,,
AXIS,AXIS--171,AXIS,,,,171,,,,995,,,,,,,,,,,,,,,3510,,,,
AXIS,AXIS--171,AXIS,,,,171,,,,995,,,,,,,,,,,,,,,1125,,,,
AXIS,AXIS--190,AXIS,,,,190,,,,675,,,,,,,,,,,,,,,4200,,,,
AXIS,AXIS--195,AXIS,,,,195,,,,995,,,,,,,,,,,,,,,4195,,,,
AXIS,AXIS--195,AXIS,,,,195,,,,995,,,,,,,,,,,,,,,1350,,,,
AXIS,AXIS--197,AXIS,,,,197,,,,690,,,,,,,,,,,,,,,2500,,,,
AXIS,AXIS--197,AXIS,,,,197,,,,672,,,,,,,,,,,,,,,2220,,,,
AXIS,AXIS--197,AXIS,,,,197,,,,652,,,,,,,,,,,,,,,870,,,,
AXIS,AXIS--206,AXIS,,,,206,,,,515,,,,,,,,,,,,,,,1850,,,,
AXIS,AXIS--206,AXIS,,,,206,,,,495,,,,,,,,,,,,,,,675,,,,
AXIS,AXIS--215,AXIS,,,,215,,,,530,,,,,,,,,,,,,,,3000,,,,
AXIS,AXIS--225,AXIS,,,,225,,,,995,,,,,,,,,,,,,,,4200,,,,
AXIS,AXIS--225,AXIS,,,,225,,,,995,,,,,,,,,,,,,,,1650,,,,
AXIS,AXIS--232,AXIS,,,,232,,,,595,,,,,,,,,,,,,,,2850,,,,
AXIS,AXIS--232,AXIS,,,,232,,,,575,,,,,,,,,,,,,,,1125,,,,
AXIS,AXIS--235,AXIS,,,,235,,,,690,,,,,,,,,,,,,,,2900,,,,
AXIS,AXIS--235,AXIS,,,,235,,,,672,,,,,,,,,,,,,,,2780,,,,
AXIS,AXIS--235,AXIS,,,,235,,,,652,,,,,,,,,,,,,,,1080,,,,
AXIS,AXIS--249,AXIS,,,,249,,,,515,,,,,,,,,,,,,,,1600,,,,
AXIS,AXIS--249,AXIS,,,,249,,,,495,,,,,,,,,,,,,,,750,,,,
AXIS,AXIS--259,AXIS,,,,259,,,,672,,,,,,,,,,,,,,,2870,,,,
AXIS,AXIS--259,AXIS,,,,259,,,,652,,,,,,,,,,,,,,,1125,,,,
AXIS,AXIS--280,AXIS,,,,280,,,,640,,,,,,,,,,,,,,,2500,,,,
AXIS,AXIS--280,AXIS,,,,280,,,,595,,,,,,,,,,,,,,,2430,,,,
AXIS,AXIS--280,AXIS,,,,280,,,,575,,,,,,,,,,,,,,,1170,,,,
AXIS,AXIS--305,AXIS,,,,305,,,,410,,,,,,,,,,,,,,,1650,,,,
AXIS,AXIS--305,AXIS,,,,305,,,,409,,,,,,,,,,,,,,,750,,,,
AXIS,AXIS--308,AXIS,,,,308,,,,595,,,,,,,,,,,,,,,2440,,,,
AXIS,AXIS--308,AXIS,,,,308,,,,575,,,,,,,,,,,,,,,1200,,,,
AXIS,AXIS--350,AXIS,,,,350,,,,640,,,,,,,,,,,,,,,2700,,,,
AXIS,AXIS--350,AXIS,,,,350,,,,595,,,,,,,,,,,,,,,2650,,,,
AXIS,AXIS--350,AXIS,,,,350,,,,575,,,,,,,,,,,,,,,1275,,,,
AXIS,AXIS--370,AXIS,,,,370,,,,530,,,,,,,,,,,,,,,1900,,,,
AXIS,AXIS--370,AXIS,,,,370,,,,515,,,,,,,,,,,,,,,1850,,,,
AXIS,AXIS--370,AXIS,,,,370,,,,495,,,,,,,,,,,,,,,1170,,,,
AXIS,AXIS--385,AXIS,,,,385,,,,410,,,,,,,,,,,,,,,1780,,,,
AXIS,AXIS--385,AXIS,,,,385,,,,409,,,,,,,,,,,,,,,900,,,,
AXIS,AXIS--465,AXIS,,,,465,,,,315,,,,,,,,,,,,,,,1160,,,,
AXIS,AXIS--465,AXIS,,,,465,,,,320,,,,,,,,,,,,,,,780,,,,
AXIS,AXIS--510,AXIS,,,,510,,,,409,,,,,,,,,,,,,,,975,,,,
AXIS,AXIS--515,AXIS,,,,515,,,,315,,,,,,,,,,,,,,,1500,,,,
AXIS,AXIS--515,AXIS,,,,515,,,,320,,,,,,,,,,,,,,,825,,,,
AXIS,AXIS--520,AXIS,,,,520,,,,106,,,,,,,,,,,,,,,300,,,,
AXIS,AXIS--600,AXIS,,,,600,,,,257,,,,,,,,,,,,,,,940,,,,
AXIS,AXIS--620,AXIS,,,,620,,,,107,,,,,,,,,,,,,,,590,,,,
AXIS,AXIS--660,AXIS,,,,660,,,,315,,,,,,,,,,,,,,,1000,,,,
AXIS,AXIS--660,AXIS,,,,660,,,,320,,,,,,,,,,,,,,,825,,,,
AXIS,AXIS--670,AXIS,,,,670,,,,232,,,,,,,,,,,,,,,750,,,,
AXIS,AXIS--690,AXIS,,,,690,,,,58,,,,,,,,,,,,,,,135,,,,
AXIS,AXIS--690,AXIS,,,,690,,,,257,,,,,,,,,,,,,,,1190,,,,
